name,gt,pred
@552509.5545140211@4183272.6592360274@37.79531479@-122.40357971@.jpg,"(37.79531479, -122.40357971)","(37.795657, -122.40356)"
@552509.2541504469@4182898.4986598925@37.7919426@-122.40361023@_1.jpg,"(37.7919426, -122.40361023)","(37.791789, -122.403377)"
@552509.2541504469@4182898.4986598925@37.7919426@-122.40361023@.jpg,"(37.7919426, -122.40361023)","(37.791772, -122.403508)"
@552509.6456125212@4182837.129078275@37.79138947@-122.40361023@_2.jpg,"(37.79138947, -122.40361023)","(37.792634, -122.404404)"
@552509.6456125212@4182837.129078275@37.79138947@-122.40361023@.jpg,"(37.79138947, -122.40361023)","(37.789004, -122.402754)"
@552509.6456125212@4182837.129078275@37.79138947@-122.40361023@_1.jpg,"(37.79138947, -122.40361023)","(37.790902, -122.403146)"
@552509.8426969871@4182806.2318210453@37.79111099@-122.40361023@.jpg,"(37.79111099, -122.40361023)","(37.790831, -122.403685)"
@552509.8426969871@4182806.2318210453@37.79111099@-122.40361023@_1.jpg,"(37.79111099, -122.40361023)","(37.790866, -122.403415)"
@552510.8253760398@4182652.172712635@37.78972244@-122.40361023@_2.jpg,"(37.78972244, -122.40361023)","(37.793511, -122.402877)"
@552509.6456125212@4182837.129078275@37.79138947@-122.40361023@_3.jpg,"(37.79138947, -122.40361023)","(37.791438, -122.405713)"
@552510.8253760398@4182652.172712635@37.78972244@-122.40361023@_1.jpg,"(37.78972244, -122.40361023)","(37.789913, -122.403265)"
@552510.8253760398@4182652.172712635@37.78972244@-122.40361023@_3.jpg,"(37.78972244, -122.40361023)","(37.789903, -122.403353)"
@552510.8253760398@4182652.172712635@37.78972244@-122.40361023@.jpg,"(37.78972244, -122.40361023)","(37.789919, -122.40322)"
@552510.8253760398@4182652.172712635@37.78972244@-122.40361023@_4.jpg,"(37.78972244, -122.40361023)","(37.793705, -122.40359)"
@552514.6330022367@4182476.5455384236@37.78813934@-122.40357971@.jpg,"(37.78813934, -122.40357971)","(37.787921, -122.403586)"
@552518.2850997909@4183483.496959699@37.79721451@-122.40346527@.jpg,"(37.79721451, -122.40346527)","(37.797328, -122.403515)"
@552512.811520136@4182551.450133553@37.78881454@-122.40359497@.jpg,"(37.78881454, -122.40359497)","(37.788926, -122.403654)"
@552518.958279393@4183272.719233796@37.79531479@-122.4034729@.jpg,"(37.79531479, -122.4034729)","(37.795488, -122.403555)"
@552533.7189722969@4183591.102397645@37.79818344@-122.40328217@.jpg,"(37.79818344, -122.40328217)","(37.798317, -122.403045)"
@552528.9789526092@4183386.638884267@37.79634094@-122.40335083@.jpg,"(37.79634094, -122.40335083)","(37.796446, -122.403322)"
@552534.0256814362@4182806.38611219@37.79111099@-122.40333557@.jpg,"(37.79111099, -122.40333557)","(37.791631, -122.394732)"
@552531.6848644682@4183383.693675632@37.79631424@-122.40332031@.jpg,"(37.79631424, -122.40332031)","(37.796429, -122.403457)"
@552521.6257761923@4182433.417905305@37.78775024@-122.40350342@.jpg,"(37.78775024, -122.40350342)","(37.786331, -122.401877)"
@552533.8285061964@4182837.283369809@37.79138947@-122.40333557@_1.jpg,"(37.79138947, -122.40333557)","(37.790967, -122.402616)"
@552533.8285061964@4182837.283369809@37.79138947@-122.40333557@.jpg,"(37.79138947, -122.40333557)","(37.790919, -122.403014)"
@552535.008813095@4182652.327001845@37.78972244@-122.40333557@.jpg,"(37.78972244, -122.40333557)","(37.78792, -122.403717)"
@552534.0256814362@4182806.38611219@37.79111099@-122.40333557@_2.jpg,"(37.79111099, -122.40333557)","(37.790908, -122.403102)"
@552534.0256814362@4182806.38611219@37.79111099@-122.40333557@_1.jpg,"(37.79111099, -122.40333557)","(37.790908, -122.403102)"
@552536.2457852932@4182458.483623916@37.78797531@-122.40333557@.jpg,"(37.78797531, -122.40333557)","(37.788032, -122.403125)"
@552538.388945244@4183280.4613574985@37.79538345@-122.40325165@.jpg,"(37.79538345, -122.40325165)","(37.794162, -122.403529)"
@552581.6837636676@4183022.551766623@37.79305649@-122.40277863@_1.jpg,"(37.79305649, -122.40277863)","(37.792016, -122.40172)"
@552536.4032045433@4183591.5433775154@37.79818726@-122.40325165@.jpg,"(37.79818726, -122.40325165)","(37.798281, -122.403312)"
@552569.150738182@4183407.212203823@37.79652405@-122.40289307@.jpg,"(37.79652405, -122.40289307)","(37.796495, -122.402922)"
@552583.0625692804@4182806.699193137@37.79111099@-122.40277863@_1.jpg,"(37.79111099, -122.40277863)","(37.7928, -122.401079)"
@552581.6837636676@4183022.551766623@37.79305649@-122.40277863@.jpg,"(37.79305649, -122.40277863)","(37.792034, -122.401587)"
@552581.6837636676@4183022.551766623@37.79305649@-122.40277863@_2.jpg,"(37.79305649, -122.40277863)","(37.791983, -122.401867)"
@552581.6837636676@4183022.551766623@37.79305649@-122.40277863@_3.jpg,"(37.79305649, -122.40277863)","(37.792003, -122.401809)"
@552559.1780825516@4183391.0645821993@37.79637909@-122.40300751@.jpg,"(37.79637909, -122.40300751)","(37.796484, -122.403011)"
@552583.8492656166@4182683.5373300533@37.79000092@-122.40277863@.jpg,"(37.79000092, -122.40277863)","(37.790049, -122.402191)"
@552583.0625692804@4182806.699193137@37.79111099@-122.40277863@.jpg,"(37.79111099, -122.40277863)","(37.790962, -122.402564)"
@552606.0635653208@4182991.8101176275@37.79277802@-122.40250397@.jpg,"(37.79277802, -122.40250397)","(37.792009, -122.401764)"
@552593.4600887111@4183492.4417060353@37.7972908@-122.40261078@.jpg,"(37.7972908, -122.40261078)","(37.797422, -122.402718)"
@552607.4429963946@4182775.957551546@37.79083252@-122.40250397@_1.jpg,"(37.79083252, -122.40250397)","(37.790962, -122.402564)"
@552607.4429963946@4182775.957551546@37.79083252@-122.40250397@.jpg,"(37.79083252, -122.40250397)","(37.79098, -122.402428)"
@552607.2455546517@4182806.853699396@37.79111099@-122.40250397@.jpg,"(37.79111099, -122.40250397)","(37.790975, -122.402473)"
@552602.7471263624@4182564.7229815116@37.78892899@-122.40257263@.jpg,"(37.78892899, -122.40257263)","(37.788992, -122.402843)"
@552606.6559162906@4182899.1205429137@37.7919426@-122.40250397@.jpg,"(37.7919426, -122.40250397)","(37.793147, -122.401136)"
@552606.8506603352@4182868.64710894@37.79166794@-122.40250397@.jpg,"(37.79166794, -122.40250397)","(37.791916, -122.402404)"
@552607.4429963946@4182775.957551546@37.79083252@-122.40250397@_2.jpg,"(37.79083252, -122.40250397)","(37.791096, -122.401533)"
@552608.2300566861@4182652.7945831893@37.78972244@-122.40250397@_1.jpg,"(37.78972244, -122.40250397)","(37.790038, -122.402282)"
@552607.4429963946@4182775.957551546@37.79083252@-122.40250397@_3.jpg,"(37.79083252, -122.40250397)","(37.791005, -122.402249)"
@552608.2300566861@4182652.7945831893@37.78972244@-122.40250397@.jpg,"(37.78972244, -122.40250397)","(37.793114, -122.402794)"
@552608.0667037796@4182573.22166375@37.78900528@-122.4025116@.jpg,"(37.78900528, -122.4025116)","(37.789037, -122.402662)"
@552729.5032027029@4182807.6358968937@37.79111099@-122.40111542@_1.jpg,"(37.79111099, -122.40111542)","(37.791094, -122.401538)"
@552608.2300566861@4182652.7945831893@37.78972244@-122.40250397@_2.jpg,"(37.78972244, -122.40250397)","(37.790015, -122.40246)"
@552631.3128818724@4182930.175570578@37.79222107@-122.40222168@.jpg,"(37.79222107, -122.40222168)","(37.792902, -122.402345)"
@552611.389567663@4182473.778066595@37.78810883@-122.40248108@.jpg,"(37.78810883, -122.40248108)","(37.780832, -122.408808)"
@552632.2978738808@4182776.1164235948@37.79083252@-122.40222168@.jpg,"(37.79083252, -122.40222168)","(37.791033, -122.402024)"
@552630.5254050769@4183053.338592326@37.79333115@-122.40222168@.jpg,"(37.79333115, -122.40222168)","(37.792003, -122.401809)"
@552633.0853060603@4182652.9534536456@37.78972244@-122.40222168@.jpg,"(37.78972244, -122.40222168)","(37.791242, -122.400742)"
@552633.0853060603@4182652.9534536456@37.78972244@-122.40222168@_1.jpg,"(37.78972244, -122.40222168)","(37.792839, -122.402804)"
@552631.5104218795@4182899.2794165546@37.7919426@-122.40222168@.jpg,"(37.7919426, -122.40222168)","(37.792065, -122.401233)"
@552633.0853060603@4182652.9534536456@37.78972244@-122.40222168@_2.jpg,"(37.78972244, -122.40222168)","(37.781838, -122.413865)"
@552631.3128818724@4182930.175570578@37.79222107@-122.40222168@_1.jpg,"(37.79222107, -122.40222168)","(37.7922, -122.400959)"
@552637.0688226743@4183605.7307899334@37.79830933@-122.40210724@.jpg,"(37.79830933, -122.40210724)","(37.798407, -122.402129)"
@552655.2978739832@4182961.2263783175@37.79249954@-122.40194702@.jpg,"(37.79249954, -122.40194702)","(37.79288, -122.40249)"
@552633.0853060603@4182652.9534536456@37.78972244@-122.40222168@_3.jpg,"(37.78972244, -122.40222168)","(37.796687, -122.401404)"
@552656.4809506369@4182776.271073533@37.79083252@-122.40194702@.jpg,"(37.79083252, -122.40194702)","(37.791035, -122.402026)"
@552633.0853060603@4182652.9534536456@37.78972244@-122.40222168@_4.jpg,"(37.78972244, -122.40222168)","(37.790083, -122.401925)"
@552656.4809506369@4182776.271073533@37.79083252@-122.40194702@_1.jpg,"(37.79083252, -122.40194702)","(37.791061, -122.401804)"
@552660.3826251965@4183531.386310846@37.79763794@-122.40184784@.jpg,"(37.79763794, -122.40184784)","(37.797536, -122.402046)"
@552657.2687446526@4182653.108102034@37.78972244@-122.40194702@.jpg,"(37.78972244, -122.40194702)","(37.790088, -122.40188)"
@552696.1010764838@4183617.9595927885@37.79841614@-122.40143585@.jpg,"(37.79841614, -122.40143585)","(37.798492, -122.401404)"
@552661.2937916076@4182549.013358374@37.78878403@-122.40190887@.jpg,"(37.78878403, -122.40190887)","(37.789058, -122.401984)"
@552705.7158342726@4182745.688734043@37.79055405@-122.40139008@.jpg,"(37.79055405, -122.40139008)","(37.791096, -122.401533)"
@552704.7294780818@4182899.747879679@37.7919426@-122.40139008@_1.jpg,"(37.7919426, -122.40139008)","(37.792056, -122.401457)"
@552671.9611162506@4183401.5207047085@37.79646683@-122.40172577@.jpg,"(37.79646683, -122.40172577)","(37.796619, -122.401942)"
@552746.9702963034@4183541.252083349@37.79772186@-122.40086365@.jpg,"(37.79772186, -122.40086365)","(37.797668, -122.400867)"
@552705.9136487412@4182714.7914780155@37.79027557@-122.40139008@.jpg,"(37.79027557, -122.40139008)","(37.790147, -122.401302)"
@552729.5032027029@4182807.6358968937@37.79111099@-122.40111542@.jpg,"(37.79111099, -122.40111542)","(37.790975, -122.402473)"
@552729.8990027205@4182745.843598706@37.79055405@-122.40111542@.jpg,"(37.79055405, -122.40111542)","(37.790166, -122.401168)"
@553022.9347835635@4182932.6887983084@37.79222107@-122.39777374@.jpg,"(37.79222107, -122.39777374)","(37.792332, -122.398563)"
@552730.0969079613@4182714.946342289@37.79027557@-122.40111542@.jpg,"(37.79027557, -122.40111542)","(37.790179, -122.40108)"
@552753.9619897703@4182869.588552779@37.79166794@-122.40083313@.jpg,"(37.79166794, -122.40083313)","(37.792103, -122.401104)"
@552754.3579884821@4182807.7951385034@37.79111099@-122.40083313@.jpg,"(37.79111099, -122.40083313)","(37.791188, -122.400777)"
@552704.7294780818@4182899.747879679@37.7919426@-122.40139008@.jpg,"(37.7919426, -122.40139008)","(37.79204, -122.400957)"
@552754.7539750827@4182746.002839515@37.79055405@-122.40083313@.jpg,"(37.79055405, -122.40083313)","(37.790193, -122.400992)"
@552764.4357994521@4183436.3968018685@37.79677582@-122.40067291@.jpg,"(37.79677582, -122.40067291)","(37.796762, -122.400831)"
@552754.3579884821@4182807.7951385034@37.79111099@-122.40083313@_1.jpg,"(37.79111099, -122.40083313)","(37.791061, -122.400705)"
@552754.3579884821@4182807.7951385034@37.79111099@-122.40083313@_2.jpg,"(37.79111099, -122.40083313)","(37.791452, -122.399643)"
@552778.5409760062@4182807.9501480153@37.79111099@-122.40055847@.jpg,"(37.79111099, -122.40055847)","(37.791266, -122.400804)"
@552666.6232034208@4183395.984322399@37.79641724@-122.4017868@.jpg,"(37.79641724, -122.4017868)","(37.796619, -122.401847)"
@552753.9619897703@4182869.588552779@37.79166794@-122.40083313@_1.jpg,"(37.79166794, -122.40083313)","(37.7922, -122.400959)"
@552776.4420047256@4182506.5784470188@37.78839493@-122.40060425@.jpg,"(37.78839493, -122.40060425)","(37.7895, -122.406465)"
@552778.5409760062@4182807.9501480153@37.79111099@-122.40055847@_1.jpg,"(37.79111099, -122.40055847)","(37.791242, -122.400742)"
@552778.7390607018@4182777.0539974067@37.79083252@-122.40055847@.jpg,"(37.79083252, -122.40055847)","(37.791276, -122.400748)"
@552800.0699474069@4183326.578610787@37.795784@-122.40027618@.jpg,"(37.795784, -122.40027618)","(37.79582, -122.400871)"
@552778.5409760062@4182807.9501480153@37.79111099@-122.40055847@_2.jpg,"(37.79111099, -122.40055847)","(37.793076, -122.40112)"
@552779.3305971675@4182684.7882723925@37.79000092@-122.40055847@.jpg,"(37.79000092, -122.40055847)","(37.789906, -122.400508)"
@552803.1975760655@4182839.006799648@37.79138947@-122.40027618@.jpg,"(37.79138947, -122.40027618)","(37.791349, -122.400763)"
@552803.3957624212@4182808.1095376955@37.79111099@-122.40027618@.jpg,"(37.79111099, -122.40027618)","(37.788136, -122.409838)"
@552803.3957624212@4182808.1095376955@37.79111099@-122.40027618@_2.jpg,"(37.79111099, -122.40027618)","(37.791276, -122.399922)"
@552803.3957624212@4182808.1095376955@37.79111099@-122.40027618@_1.jpg,"(37.79111099, -122.40027618)","(37.791258, -122.400193)"
@552803.3957624212@4182808.1095376955@37.79111099@-122.40027618@_3.jpg,"(37.79111099, -122.40027618)","(37.791134, -122.400722)"
@552803.7921171447@4182746.3172371257@37.79055405@-122.40027618@.jpg,"(37.79055405, -122.40027618)","(37.790267, -122.400456)"
@552803.7921171447@4182746.3172371257@37.79055405@-122.40027618@_1.jpg,"(37.79055405, -122.40027618)","(37.79015, -122.400357)"
@552803.7921171447@4182746.3172371257@37.79055405@-122.40027618@_2.jpg,"(37.79055405, -122.40027618)","(37.790442, -122.400006)"
@552803.9902997458@4182715.419979517@37.79027557@-122.40027618@_2.jpg,"(37.79027557, -122.40027618)","(37.790228, -122.400264)"
@552803.7921171447@4182746.3172371257@37.79055405@-122.40027618@_4.jpg,"(37.79055405, -122.40027618)","(37.790213, -122.40086)"
@552803.7921171447@4182746.3172371257@37.79055405@-122.40027618@_3.jpg,"(37.79055405, -122.40027618)","(37.79015, -122.400357)"
@552803.9902997458@4182715.419979517@37.79027557@-122.40027618@_3.jpg,"(37.79027557, -122.40027618)","(37.789069, -122.40218)"
@552803.9902997458@4182715.419979517@37.79027557@-122.40027618@_5.jpg,"(37.79027557, -122.40027618)","(37.78995, -122.400612)"
@552804.1857554698@4182684.947660474@37.79000092@-122.40027618@_1.jpg,"(37.79000092, -122.40027618)","(37.790815, -122.403818)"
@552803.9902997458@4182715.419979517@37.79027557@-122.40027618@.jpg,"(37.79027557, -122.40027618)","(37.793006, -122.401104)"
@552803.9902997458@4182715.419979517@37.79027557@-122.40027618@_6.jpg,"(37.79027557, -122.40027618)","(37.790324, -122.400235)"
@552803.9902997458@4182715.419979517@37.79027557@-122.40027618@_4.jpg,"(37.79027557, -122.40027618)","(37.790403, -122.400575)"
@552827.5778700969@4182808.264685626@37.79111099@-122.40000153@.jpg,"(37.79111099, -122.40000153)","(37.788957, -122.401949)"
@552827.5778700969@4182808.264685626@37.79111099@-122.40000153@_1.jpg,"(37.79111099, -122.40000153)","(37.791108, -122.401443)"
@552827.7761388513@4182777.368534228@37.79083252@-122.40000153@.jpg,"(37.79083252, -122.40000153)","(37.790305, -122.400323)"
@552827.7761388513@4182777.368534228@37.79083252@-122.40000153@_1.jpg,"(37.79083252, -122.40000153)","(37.790305, -122.400323)"
@552828.5664958513@4182654.2055517277@37.78972244@-122.40000153@.jpg,"(37.78972244, -122.40000153)","(37.790009, -122.40038)"
@552840.4179938984@4183319.642155498@37.79571915@-122.39981842@.jpg,"(37.79571915, -122.39981842)","(37.795835, -122.400736)"
@552804.1857554698@4182684.947660474@37.79000092@-122.40027618@.jpg,"(37.79000092, -122.40027618)","(37.789933, -122.400476)"
@552803.9902997458@4182715.419979517@37.79027557@-122.40027618@_1.jpg,"(37.79027557, -122.40027618)","(37.790073, -122.400453)"
@552804.1857554698@4182684.947660474@37.79000092@-122.40027618@_2.jpg,"(37.79000092, -122.40027618)","(37.790125, -122.400294)"
@552852.6310191922@4182777.5280715763@37.79083252@-122.39971924@_1.jpg,"(37.79083252, -122.39971924)","(37.790313, -122.400278)"
@552877.0125502904@4182746.7872180897@37.79055405@-122.39944458@.jpg,"(37.79055405, -122.39944458)","(37.791285, -122.399502)"
@552852.6310191922@4182777.5280715763@37.79083252@-122.39971924@.jpg,"(37.79083252, -122.39971924)","(37.790558, -122.399853)"
@552901.4704335966@4182808.7392068435@37.79111099@-122.39916229@.jpg,"(37.79111099, -122.39916229)","(37.792446, -122.395637)"
@552901.2718791047@4182839.6364703784@37.79138947@-122.39916229@.jpg,"(37.79138947, -122.39916229)","(37.790851, -122.39957)"
@552901.2718791047@4182839.6364703784@37.79138947@-122.39916229@_1.jpg,"(37.79138947, -122.39916229)","(37.791101, -122.399579)"
@552901.2718791047@4182839.6364703784@37.79138947@-122.39916229@_2.jpg,"(37.79138947, -122.39916229)","(37.790759, -122.399599)"
@552925.4547777151@4182839.791912486@37.79138947@-122.39888763@.jpg,"(37.79138947, -122.39888763)","(37.79117, -122.399096)"
@552925.4547777151@4182839.791912486@37.79138947@-122.39888763@_1.jpg,"(37.79138947, -122.39888763)","(37.791143, -122.399127)"
@552925.4547777151@4182839.791912486@37.79138947@-122.39888763@_3.jpg,"(37.79138947, -122.39888763)","(37.79117, -122.399096)"
@552925.4547777151@4182839.791912486@37.79138947@-122.39888763@_5.jpg,"(37.79138947, -122.39888763)","(37.791012, -122.399279)"
@552926.0506954843@4182747.102344043@37.79055405@-122.39888763@.jpg,"(37.79055405, -122.39888763)","(37.791116, -122.399158)"
@552925.85205986@4182777.9984955788@37.79083252@-122.39888763@.jpg,"(37.79083252, -122.39888763)","(37.791143, -122.399127)"
@552926.0506954843@4182747.102344043@37.79055405@-122.39888763@_1.jpg,"(37.79055405, -122.39888763)","(37.791115, -122.399264)"
@552925.4547777151@4182839.791912486@37.79138947@-122.39888763@_6.jpg,"(37.79138947, -122.39888763)","(37.791167, -122.399332)"
@552925.4547777151@4182839.791912486@37.79138947@-122.39888763@_2.jpg,"(37.79138947, -122.39888763)","(37.791116, -122.399158)"
@552950.7060610048@4182778.158323406@37.79083252@-122.39860535@.jpg,"(37.79083252, -122.39860535)","(37.791273, -122.399966)"
@552950.7060610048@4182778.158323406@37.79083252@-122.39860535@_1.jpg,"(37.79083252, -122.39860535)","(37.791285, -122.399502)"
@552950.7060610048@4182778.158323406@37.79083252@-122.39860535@_2.jpg,"(37.79083252, -122.39860535)","(37.791311, -122.399616)"
@552950.7060610048@4182778.158323406@37.79083252@-122.39860535@_3.jpg,"(37.79083252, -122.39860535)","(37.791208, -122.399599)"
@552974.4914915101@4182840.1073272927@37.79138947@-122.39833069@.jpg,"(37.79138947, -122.39833069)","(37.791437, -122.398765)"
@552974.4914915101@4182840.1073272927@37.79138947@-122.39833069@_1.jpg,"(37.79138947, -122.39833069)","(37.791389, -122.398829)"
@552926.2493369874@4182716.20508446@37.79027557@-122.39888763@.jpg,"(37.79027557, -122.39888763)","(37.791116, -122.399158)"
@552925.4547777151@4182839.791912486@37.79138947@-122.39888763@_4.jpg,"(37.79138947, -122.39888763)","(37.791115, -122.399264)"
@552974.8891417804@4182778.313908798@37.79083252@-122.39833069@.jpg,"(37.79083252, -122.39833069)","(37.791265, -122.399465)"
@552975.0879614624@4182747.4177564695@37.79055405@-122.39833069@.jpg,"(37.79055405, -122.39833069)","(37.791276, -122.39961)"
@552975.2867870287@4182716.520496093@37.79027557@-122.39833069@.jpg,"(37.79027557, -122.39833069)","(37.7909, -122.399043)"
@552975.0879614624@4182747.4177564695@37.79055405@-122.39833069@_1.jpg,"(37.79055405, -122.39833069)","(37.791594, -122.399667)"
@553022.3377388493@4183025.3783975164@37.79305649@-122.39777374@_1.jpg,"(37.79305649, -122.39777374)","(37.791871, -122.398446)"
@553022.3377388493@4183025.3783975164@37.79305649@-122.39777374@.jpg,"(37.79305649, -122.39777374)","(37.792393, -122.397519)"
@553023.330079515@4182871.319197365@37.79166794@-122.39777374@.jpg,"(37.79166794, -122.39777374)","(37.791196, -122.399066)"
@553023.330079515@4182871.319197365@37.79166794@-122.39777374@_2.jpg,"(37.79166794, -122.39777374)","(37.792298, -122.398554)"
@553023.330079515@4182871.319197365@37.79166794@-122.39777374@_1.jpg,"(37.79166794, -122.39777374)","(37.791822, -122.39836)"
@553046.5200956092@4183025.5342011536@37.79305649@-122.39749908@_1.jpg,"(37.79305649, -122.39749908)","(37.792597, -122.397324)"
@553023.330079515@4182871.319197365@37.79166794@-122.39777374@_3.jpg,"(37.79166794, -122.39777374)","(37.791838, -122.398423)"
@553046.5200956092@4183025.5342011536@37.79305649@-122.39749908@.jpg,"(37.79305649, -122.39749908)","(37.792597, -122.397324)"
@553023.330079515@4182871.319197365@37.79166794@-122.39777374@_4.jpg,"(37.79166794, -122.39777374)","(37.791629, -122.398498)"
@553047.1174126479@4182932.8446007688@37.79222107@-122.39749908@.jpg,"(37.79222107, -122.39749908)","(37.792194, -122.397787)"
@553047.3165134297@4182901.948440037@37.7919426@-122.39749908@_1.jpg,"(37.7919426, -122.39749908)","(37.79191, -122.398444)"
@553047.3165134297@4182901.948440037@37.7919426@-122.39749908@.jpg,"(37.7919426, -122.39749908)","(37.791919, -122.398143)"
@553360.1797938136@4183240.459715731@37.79497528@-122.3939209@.jpg,"(37.79497528, -122.3939209)","(37.795253, -122.39393)"
@553352.7034827649@4183253.955457919@37.79509735@-122.39400482@.jpg,"(37.79509735, -122.39400482)","(37.795282, -122.393956)"
@553359.9657728473@4183273.472818957@37.79527283@-122.3939209@.jpg,"(37.79527283, -122.3939209)","(37.794911, -122.393615)"
@553470.3723384518@4183132.8211476533@37.79399872@-122.39267731@.jpg,"(37.79399872, -122.39267731)","(37.781784, -122.394616)"
@553412.0797204609@4183213.28518809@37.79472733@-122.39333344@.jpg,"(37.79472733, -122.39333344)","(37.795549, -122.39415)"
@553481.6348429403@4183157.020250396@37.79421616@-122.39254761@.jpg,"(37.79421616, -122.39254761)","(37.794366, -122.393052)"
@553415.5621551669@4183194.2602391406@37.79455566@-122.39329529@.jpg,"(37.79455566, -122.39329529)","(37.794689, -122.393342)"
